number,survey_id,push_id,crowd_id,crowd_name,record_id,q1_1.过去2年内，您购买过以下哪些产品？_手机贴膜,q1_2.过去2年内，您购买过以下哪些产品？_手机壳,q1_3.过去2年内，您购买过以下哪些产品？_手机充电线/数据线,q1_4.过去2年内，您购买过以下哪些产品？_充电宝/移动电源,q1_5.过去2年内，您购买过以下哪些产品？_无线蓝牙耳机,q1_6.过去2年内，您购买过以下哪些产品？_智能手表/手环,q1_7.过去2年内，您购买过以下哪些产品？_平板电脑,q1_8.过去2年内，您购买过以下哪些产品？_平板电脑保护套/壳,q1_9.过去2年内，您购买过以下哪些产品？_鼠标/机械键盘,q1_10.过去2年内，您购买过以下哪些产品？_贴片面膜,q1_11.过去2年内，您购买过以下哪些产品？_洗面奶/洁面乳,q1_12.过去2年内，您购买过以下哪些产品？_直升机,q1_13.过去2年内，您购买过以下哪些产品？_抽纸/卷纸,q1_14.过去2年内，您购买过以下哪些产品？_洗衣液/洗衣凝珠,q1_15.过去2年内，您购买过以下哪些产品？_T恤/裙子,q1_16.过去2年内，您购买过以下哪些产品？_运动鞋,q1_17.过去2年内，您购买过以下哪些产品？_薯片/膨化食品,q1_18.过去2年内，您购买过以下哪些产品？_奶茶/咖啡,q1_19.过去2年内，您购买过以下哪些产品？_室内绿植/花卉,q1_20.过去2年内，您购买过以下哪些产品？_桌面收纳,q2.您最近一次购买平板保护套大约是在什么时候？,q3.您最近购买的平板保护套单价大约是多少？,q4.您在购买该平板保护套时的决策角色是？,q5.您目前主要使用的平板电脑品牌是？,q6_1.您本人或您的亲友是否在以下行业工作？_市场研究/调研公司,q6_2.您本人或您的亲友是否在以下行业工作？_广告/公关/媒体传播机构,q6_3.您本人或您的亲友是否在以下行业工作？_数码配件生产、销售、运营相关行业,q6_4.您本人或您的亲友是否在以下行业工作？_新闻/报纸/电视台/自媒体,q6_5.您本人或您的亲友是否在以下行业工作？_互联网/IT/软件服务,q6_6.您本人或您的亲友是否在以下行业工作？_医疗/健康/生物制药,q6_7.您本人或您的亲友是否在以下行业工作？_教育/培训/科研,q6_8.您本人或您的亲友是否在以下行业工作？_以上均无,q7_1.过去3个月内，您参加过以下哪些类型的调研活动？_手机/数码配件类,q7_2.过去3个月内，您参加过以下哪些类型的调研活动？_汽车/交通出行类,q7_3.过去3个月内，您参加过以下哪些类型的调研活动？_食品/饮料/餐饮类,q7_4.过去3个月内，您参加过以下哪些类型的调研活动？_美妆/个人护理类,q7_5.过去3个月内，您参加过以下哪些类型的调研活动？_均未参加过,q8.您的最高学历是？,q9_1.您目前使用的平板保护套类型更接近以下哪一种？_单壳（不带盖板）保护套,q9_2.您目前使用的平板保护套类型更接近以下哪一种？_普通翻盖保护套,q9_3.您目前使用的平板保护套类型更接近以下哪一种？_ 磁吸不可拆分保护套,q9_4.您目前使用的平板保护套类型更接近以下哪一种？_旋转可拆分磁吸保护套,q9_5.您目前使用的平板保护套类型更接近以下哪一种？_带笔槽保护套,q9_6.您目前使用的平板保护套类型更接近以下哪一种？_键盘保护套,q9_7.您目前使用的平板保护套类型更接近以下哪一种？_透明/半透明保护壳,q9_8.您目前使用的平板保护套类型更接近以下哪一种？_不确定,q9_9.您目前使用的平板保护套类型更接近以下哪一种？_其他,q9_9_text.您目前使用的平板保护套类型更接近以下哪一种？_其他,q10_1.您购买平板保护套时，通常会关注哪些因素？_防摔防磕/保护性强,q10_2.您购买平板保护套时，通常会关注哪些因素？_支架稳定/角度好用,q10_3.您购买平板保护套时，通常会关注哪些因素？_触控笔收纳和拿取方便,q10_4.您购买平板保护套时，通常会关注哪些因素？_材质手感好,q10_5.您购买平板保护套时，通常会关注哪些因素？_不易沾指纹/不易显脏,q10_6.您购买平板保护套时，通常会关注哪些因素？_外观好看/有设计感,q10_7.您购买平板保护套时，通常会关注哪些因素？_颜色选择丰富,q10_8.您购买平板保护套时，通常会关注哪些因素？_轻薄便携,q10_9.您购买平板保护套时，通常会关注哪些因素？_品牌可信/品质稳定,q10_10.您购买平板保护套时，通常会关注哪些因素？_价格合适/性价比高,q10_11.您购买平板保护套时，通常会关注哪些因素？_耐用不易坏,q10_12.您购买平板保护套时，通常会关注哪些因素？_与平板搭配协调,q10_13.您购买平板保护套时，通常会关注哪些因素？_其他,q10_13_text.您购买平板保护套时，通常会关注哪些因素？_其他,q11_1.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_防摔防磕/保护性强,q11_2.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_支架稳定/角度好用,q11_3.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_触控笔收纳和拿取方便,q11_4.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_材质手感好,q11_5.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_不易沾指纹/不易显脏,q11_6.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_外观好看/有设计感,q11_7.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_颜色选择丰富,q11_8.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_轻薄便携,q11_9.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_品牌可信/品质稳定,q11_10.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_价格合适/性价比高,q11_11.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_耐用不易坏,q11_12.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_与平板搭配协调,q11_13.请基于上述关注的因素，将下列选项按重要性排序。 （拖动选项右边的滑块排序）_其他,q12.如果购买一款质量、保护性和外观设计都比较好的iPad平板保护套，在不考虑具体品牌和促销活动的情况下，以下哪个价格区间最符合您的日常心理预期？,q13.未来6个月内，您是否有购买或更换平板保护套的计划？,q14.下面是一款市面上常见的【普通款】旋转磁吸拆分平板保护壳，售价为99元。 该产品支持磁吸拆分、横竖屏旋转和日常支撑使用，可满足看剧、学习、办公等平板使用场景。请根据您自己的真实购买判断作答以下题目。,q15_1.如果您近期需要购买平板保护套，看到这款99元旋转磁吸拆分平板保护壳，您的购买意愿是？_ 购买意愿,q16_1.您认为这款99元旋转磁吸拆分平板保护壳对您的吸引力如何？_ 吸引力,q17_1.您觉得这款产品最吸引您的地方是？_可旋转使用,q17_2.您觉得这款产品最吸引您的地方是？_磁吸拆分方便,q17_3.您觉得这款产品最吸引您的地方是？_支撑看剧/学习/办公,q17_4.您觉得这款产品最吸引您的地方是？_价格合适,q17_5.您觉得这款产品最吸引您的地方是？_外观看起来简洁,q17_6.您觉得这款产品最吸引您的地方是？_保护性较好,q17_7.您觉得这款产品最吸引您的地方是？_品牌/品质感较好,q17_8.您觉得这款产品最吸引您的地方是？_没有特别吸引我的地方,q17_9.您觉得这款产品最吸引您的地方是？_其他,q17_9_text.您觉得这款产品最吸引您的地方是？_其他,q18.下面是一款在刚才99元【普通款】旋转磁吸拆分平板壳基础上进一步升级的新款产品。该【升级光面款】在保留磁吸拆分、横竖屏旋转和支撑使用功能的基础上，新增了以下三个升级点： ①四角气囊防护外显，提升防摔防磕的安全感； ②重新设计侧面直取笔槽，触控笔可从侧面直接拿取； ③提供更丰富、更个性化的配色选择。 请您先不考虑具体售价，只根据产品外观、功能和使用感受进行判断。,q19_1.不考虑价格，您对这款升级光面款平板保护套的购买意愿是？_ 购买意愿,q20_1.请评价以下升级点对您的吸引力。_四角气囊防护外显,q20_2.请评价以下升级点对您的吸引力。_侧面直取笔槽,q20_3.请评价以下升级点对您的吸引力。_更丰富、更个性化的配色选择,q21.相比刚才99元的【普通款】旋转磁吸拆分平板保护壳，如果新款增加“四角气囊防护外显、侧面直取笔槽、个性化配色”这三个升级点，您最多愿意多支付多少钱？,q22.如果这款升级光面款 iPad 平板保护套售价为 119.9 元，您的购买意愿是？,q23.如果同一款升级光面款 iPad 平板保护套售价为 129.9 元，您的购买意愿是？,q24.如果同一款升级光面款 iPad 平板保护套售价为 139.9 元，您的购买意愿是？,q25.如果同一款升级光面款 iPad 平板保护套售价为 109.9 元，您的购买意愿是？,q26.如果同一款升级光面款 iPad 平板保护套售价为 99.9 元，您的购买意愿是？,q27_text.您愿意或不愿意为这三个升级点多付钱的主要原因是什么,q28.下面是一款在刚才升级光面款基础上进一步升级的【光栅款】平板保护套。 它保留前面【升级光面款】的四角气囊防护外显、侧面直取笔槽和个性化配色，同时将背板进一步升级为光栅纹理背板，具有微磨砂质感，相比普通光面背板更不易沾指纹。 除背板材质和纹理表现外，其他主要功能与升级光面款基本一致。 请您先不考虑具体售价，只根据产品外观、材质和使用感受进行判断。,q29_1.不考虑价格，您对这款光栅款平板保护套的购买意愿是？_ 购买意愿,q30_1.请评价以下光栅背板特点对您的吸引力。_光栅纹理背板的视觉效果,q30_2.请评价以下光栅背板特点对您的吸引力。_微磨砂质感,q30_3.请评价以下光栅背板特点对您的吸引力。_相比普通光面背板更不易沾指纹,q30_4.请评价以下光栅背板特点对您的吸引力。_整体看起来更特别/更有设计感,q31.基于刚才的升级光面款，如果背板进一步升级为了现在这样“光栅纹理、微磨砂质感、不易沾指纹”，您最多愿意额外多支付多少钱？,q32.如果这款光栅款 iPad 平板保护套售价为 129.9 元，您的购买意愿是？,q33.如果这款光栅款 iPad 平板保护套售价为 139.9 元，您的购买意愿是？,q34.如果这款光栅款 iPad 平板保护套售价为 149.9 元，您的购买意愿是？,q35.如果这款光栅款 iPad 平板保护套售价为 119.9 元，您的购买意愿是？,q36.如果这款光栅款 iPad 平板保护套售价为 109.9 元，您的购买意愿是？,q37_text.您愿意或不愿意为光栅背板多付钱的主要原因是什么？,q38.如果品牌最终只能在以下两款新品中选择一款推出，您更希望购买哪一款？,q39_text.请简单说明您这样选择的主要原因。,q40.您购买数码配件时，是否愿意为外观设计、材质质感或颜色支付更高价格？,q41.您的性别是？,q42.您的年龄是？,q43.您目前的身份/职业是？,城市等级,购买力等级,人生阶段,常用收货省份,常用收货城市
18,286083,726476,1024659,3C数码,88898523,1,1,1,1,,,,1,,,,,,,,,,,,,1,5,1,1,,,,,,,1,,,,,,1,4,,,,1,,,,,,,1,,1,,,1,,1,,1,,,,,2,,4,,,5,,3,,1,,,,5,1,1,2,2,1,1,,,,1,1,,,,1,1,1,1,1,4,2,2,2,,,愿意,1,1,1,2,2,1,5,2,2,2,,,质感好，防指纹用处多,2,价格比较合理，不易打滑，不沾手，更有质感,1,1,4,4,四线,低,未知,河南省,焦作市
19,286083,726476,1024659,3C数码,88898524,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,5,,,1,,,,,,,,1,1,,,,,1,1,,,,1,,,2,5,,,,,3,4,,,,1,,5,1,1,1,1,1,1,,1,,,1,,,,1,1,1,1,1,5,1,1,2,,,外观好看,1,1,1,1,1,1,4,1,1,2,,,比较实用,2,功能更加强大,1,1,3,2,二线,偏低,未知,辽宁省,沈阳市
20,286083,726476,1024659,3C数码,88898533,1,1,1,1,,,1,1,,,,,,,,,,,,,1,5,1,1,,,,,,,,1,,,,,1,4,1,1,,,,,1,,,,1,1,,1,1,,,1,1,1,1,,,,8,6,,1,3,,,2,5,7,4,,,5,1,1,1,1,1,1,,,,1,1,,,,1,1,1,1,1,5,1,1,1,,,不需要笔槽,1,1,1,1,1,1,5,1,1,1,,,外观感觉有点乱,1,要简单一点,1,1,3,2,六线,偏低,未知,广西壮族自治区,玉林市
21,286083,726476,1024659,3C数码,88898541,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,2,3,2,1,,,,,,,,1,,,,,1,4,,,1,,,,,,,,1,1,,1,,,,,,,1,,,,1,2,,4,,,,,,,3,,,4,2,1,2,2,1,,,,1,1,,,,,1,2,1,1,2,5,2,2,3,,,保护性更好了，笔槽设计更实用，配色也可以选自己更喜欢的,1,2,3,3,3,3,2,2,3,,,,在性能和实用性上并没有特别大的提升,1,更实用，性价比比较高,2,1,4,2,一线,偏低,"准备结婚期,育婴期",上海,上海市
22,286083,726476,1024659,3C数码,88898554,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,1,1,,,,,1,1,1,,,1,,1,,,,1,,,2,3,5,,,4,,6,,,,1,,6,1,1,1,1,,1,,,1,1,,,,,1,1,1,1,2,6,1,1,1,,,可以有效防护苹果摔坏 而且笔槽很方便携带 配色新颖,1,2,2,1,1,1,5,1,1,1,,,可以很好防指纹 而且设计很特别 质感很好,2,设计感更好 而且可以防指纹 不需要经常擦拭干净 可以加钱购买,1,1,3,2,三线,偏低,未知,福建省,莆田市
23,286083,726476,1024659,3C数码,88898573,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,,1,1,,1,,1,,,,,,1,1,,,1,1,1,,,,,,,,4,1,,,2,5,3,,,,,5,2,1,2,2,,1,,1,1,,1,,,,1,2,2,3,2,4,2,2,2,,,功能造型,1,3,3,3,2,2,3,2,2,3,,,没什么特别,2,看造型,2,1,3,3,五线,中等,"已婚,育婴期,已育",广东省,揭阳市
24,286083,726476,1024659,3C数码,88898611,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,,,1,,,,,1,1,1,1,1,,1,1,,1,,,,,1,8,2,4,3,,7,5,,6,,,,5,2,1,2,2,1,1,,,1,1,,,,,1,3,2,2,2,3,2,2,2,,,整体保护很好，另外比较便捷，主要价格也不算很贵,1,3,3,3,3,3,1,3,,,3,3,不是非常喜欢这种质地,1,喜欢光面的手感，感觉更有质地,2,1,5,2,一线,偏低,"已婚,育婴期,已育,已有车",上海,上海市
25,286083,726476,1024659,3C数码,88898640,1,1,1,,1,,1,1,,1,1,,1,1,1,1,1,1,1,,1,5,1,1,,,,,,,,1,,,,,1,4,,,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,11,2,5,8,6,4,3,10,12,9,7,,5,1,1,1,1,1,1,1,1,1,1,1,,,,1,2,1,2,1,4,2,2,2,,,配色要高级，笔槽随用随取，全方位防震,1,2,2,1,1,2,2,1,1,2,,,光栅背板比普通的防指纹更厉害就愿意多付钱,1,光面感更耐看，,1,1,4,2,六线,低,未知,广东省,梅州市
26,286083,726476,1024659,3C数码,88898648,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,1,1,2,1,1,,,,,,,,1,,,,,1,4,,1,,,1,,,,,,1,1,1,,,1,1,,1,1,,1,,,2,3,6,,,4,5,,7,8,,1,,3,1,1,1,1,1,1,1,1,,1,,,,,1,1,1,1,1,5,1,2,4,,,不是很高科技的升级，没必要花太多的钱在这个上面，而且我的iPad基本上不怎么摔,1,1,1,2,1,1,3,3,,,2,,有没有指纹对我来说不是很重要的升级，因为我不是易出汗体质,3,我对于是否容易有指纹不是很关注，我比较看中科技感的升级，常换常新,2,1,4,2,一线,高,"准备结婚期,孝敬期",上海,上海市
27,286083,726476,1024659,3C数码,88898659,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,7,1,1,,,,,,,,1,,,,,1,4,,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,2,9,5,10,6,11,8,3,12,4,7,,7,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,2,2,6,2,2,2,,,我愿意为这三个升级点多付钱的主要原因的我觉得物超所值，保护套很棒，笔槽在侧面很便利，配色很好看，外观也很好看,1,2,2,2,2,1,6,2,2,2,,,我愿意为光栅背板多付钱的主要原因是外观很好看，看起来很有质感，防指纹我觉得很特别,3,我觉得这两款差不多，没有主要原因,1,1,3,2,二线,高,未知,广东省,珠海市
28,286083,726476,1024659,3C数码,88898662,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,3,1,1,,,,,,,,1,,,,,1,4,,,,,1,,,,,,1,1,1,,,,,,,,1,1,,,4,3,2,,,,,,,,5,1,,3,2,1,2,3,,1,,,,,,,,,1,2,3,2,3,3,2,4,,,,我觉得功能没有增加得特别多，太贵了性价比不高,1,2,2,2,2,3,4,4,,,2,,我觉得功能确实增加了，但是功能不是我一定需要的，不接受太高的溢价,2,那个不会留指纹的功能我喜欢 看着清爽 令人舒服,2,1,3,2,二线,低,"已婚,已育",浙江省,杭州市
29,286083,726476,1024659,3C数码,88898686,,1,,1,1,,,1,,1,1,,1,1,1,1,1,,,,1,5,1,1,,,,,,,,1,,,,,1,4,,1,1,,,,,,,,1,,1,1,,,,,1,1,,,,,1,,5,4,,,,,2,3,,,,5,2,1,1,2,,,1,1,,1,,,,,1,1,1,1,2,4,2,4,,,,外观图案是我喜欢的，简洁，而且保护性比较强，拿触控笔也比较方便,1,2,2,2,2,1,3,2,4,,,,有没有指纹对我不太重要，可能不会花更贵的价格,2,没用过这种款的，感觉会防滑，不容易摔,2,1,3,2,三线,偏低,未知,广东省,中山市
30,286083,726476,1024659,3C数码,88898772,,,1,1,,,1,,,,1,,1,,1,,1,1,1,,1,3,1,1,,,,,,1,1,,,,1,1,,4,,,1,,,1,,,,,,1,1,,1,,,,,,,,,,,1,3,,2,,,,,,,,,3,2,1,2,2,1,,1,,,1,,,,,1,1,1,2,1,4,1,2,2,,,配色有点单调,1,1,1,1,1,1,3,2,2,2,,,外观吸引,2,功能更好,1,1,4,4,二线,低,未知,四川省,成都市
31,286083,726476,1024659,3C数码,88898775,1,1,,,1,,1,1,,,,,1,1,,,,,,,2,3,2,1,,,,,,,1,,,,,,1,5,,,1,,1,1,1,,,,1,1,,1,,,,,1,,,1,,,2,1,,3,,,,,4,,,5,,3,1,1,2,2,1,1,,1,,1,,,,,1,1,1,1,3,5,1,2,2,,,符合我的个人需求，用起来方便,1,2,2,1,1,2,3,2,2,3,,,没什么必要，感觉都差不多,1,价格还不错，能够满足我的需求,2,1,3,4,一线,偏低,已有车,广东省,广州市
32,286083,726476,1024659,3C数码,88898814,1,,1,1,,1,1,,1,1,1,,1,1,,1,1,1,,1,2,4,1,1,,,,,,,,1,,1,,1,,4,,,,,,1,,,,,1,,,1,,,,,1,,,,,,1,,,2,,,,,3,,,,,6,1,1,1,1,1,1,1,1,,,,,,,1,2,2,2,2,4,2,2,2,,,配色不大喜欢,1,2,2,2,2,2,4,2,2,2,,,外观不大喜欢,1,比另一个好看点,1,1,3,6,三线,低,未知,山东省,临沂市
33,286083,726476,1024659,3C数码,88898889,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,4,1,1,,,,,,,,1,,,,,1,4,1,1,,,,,,,,,1,1,,1,,,,,,,1,1,,,1,2,,3,,,,,,,4,5,,4,2,1,2,2,1,1,,,,1,,,,,1,2,1,3,2,3,2,3,,,,因为防护是基础，不愿意额外支付更多的钱，笔槽便利对需求的人群是加分项，不需要的就可有可无，不愿意支付更多,1,2,2,2,2,2,2,3,,,2,,光栅背面是设计项，不是刚需防护，不愿意额外支付更多,3,保护壳主要还是以防护和实用性为主，材质耐用，好的材质愿意支付更多，其他设计实用性也愿意支付,2,1,4,2,二线,偏低,准备结婚期,辽宁省,大连市
34,286083,726476,1024659,3C数码,88898896,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,7,1,1,,,,,,,,1,,,,,1,4,,,,1,1,1,,,,,1,1,1,1,1,,,1,1,,1,,,,7,8,1,5,2,,,4,3,,6,,,7,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,6,1,1,1,,,功能变得变多了，值得溢价,1,1,1,1,1,1,6,1,1,1,,,功能强大，我愿意多付费,2,功能强大，我愿意多付费，而且是我想要的功能都包含了，价格合适,1,1,3,2,六线,偏低,"已婚,已育,已有房,已有车",广西壮族自治区,钦州市
35,286083,726476,1024659,3C数码,88898899,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,7,1,1,,,,,,,,1,,,,,1,4,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,8,12,7,10,1,11,6,2,5,4,3,9,,7,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,6,1,1,1,,,我觉得轻薄的话手感很好我会愿意多付钱 颜色清新,1,1,1,1,1,1,6,1,1,1,,,我喜欢这个手感,1,我喜欢这个手感,1,1,3,2,二线,偏低,未知,天津,天津市
36,286083,726476,1024659,3C数码,88898914,1,,,1,1,1,,1,,,,,,,1,,,,,,1,4,1,1,,,,,,,,1,,,,,1,5,,1,1,1,,,,,,,1,1,,,,,,,,,1,,,,2,1,,,,,,,,,3,,,4,1,1,1,1,,1,1,,,,1,,,,1,1,1,2,1,3,1,1,2,,,功能多了值得多付,1,1,1,2,2,1,4,1,1,1,,,价格和质量成正比例,3,都挺喜欢的，功能还算强大吧,1,1,4,2,三线,低,未知,河北省,石家庄市
37,286083,726476,1024659,3C数码,88899329,,1,1,,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,4,1,1,,,,,,,,1,,,,,1,4,,,,1,1,1,1,,,,1,1,1,,1,,,1,1,1,1,1,,,2,7,5,,3,,,4,6,9,8,1,,4,1,1,2,2,1,1,1,1,,1,1,,,,1,2,1,2,2,4,1,2,3,,,愿意多付钱，但是不愿意多付那么多，觉得这三个点好，但是不值得花那么多钱配色，外观都不是必须的！防护功能可以多花钱！,1,2,2,1,2,1,4,2,2,2,,,这个功能是可有可无的，花钱一小部分可以太多就不划算了！因为它对功能影响不大！,1,光面款更手感好，材质更好，功更强大。更符合我的使用习惯！,1,1,4,4,二线,中等,未知,四川省,成都市
38,286083,726476,1024659,3C数码,88899365,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,7,1,1,,,,,,,1,,,,,,1,4,,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,3,1,2,7,8,5,10,4,11,12,6,9,,7,1,1,2,3,1,1,1,,,1,1,,,,1,2,3,2,2,6,2,2,2,,,功能比较多样一点，比较独特新颖一点，也方便取用，但是呢感觉颜色搭配很一般，没有吸引年轻人。,1,3,3,2,2,3,4,2,3,,,,感觉挺丑的啊 虽然说是升级， 比较好用...,1,对比起来，还是普通升级款好看一点...比较女性化一些。,1,1,3,2,五线,偏低,单身,广西壮族自治区,南宁市
39,286083,726476,1024659,3C数码,88899369,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,4,1,1,,,,,,,,1,,,,,1,4,,,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,3,4,7,11,2,9,8,6,12,5,10,,5,1,1,2,2,1,1,1,,1,1,,,,,1,2,1,1,2,6,2,2,2,,,加强防护能防止磕碰或者挤压变形，笔槽希望不会卡，有时候总是把笔碰掉地上，便利方便拿取也好，配色希望有更多选择，有饱和度不那么高的，外观简约一点,1,2,1,1,2,1,4,2,2,2,,,光栅背板增加了一些质感，比普通光面更耐看一点，但是指纹之类的没有那么在意，希望是耐脏结实的,2,光栅背面款看着更有质感一点，两者功能相差不多可能会选择光栅款,1,1,3,2,六线,偏低,单身,黑龙江省,鹤岗市
40,286083,726476,1024659,3C数码,88899385,1,1,1,,,,1,1,,,,,,,,,,,,,1,4,1,1,,,,,,,,1,,,,,1,5,,,1,1,,,,,,,1,,,1,,,1,1,,,1,,,,1,,,2,,,5,3,,,4,,,4,1,1,1,1,1,1,,,1,,1,,,,1,1,1,1,1,4,1,1,2,,,使用更方便，颜色款式更好看,1,1,1,1,1,2,4,1,2,2,,,款式看起来更高级了，所以我愿意,3,两款的设计都很好，我都很喜欢,1,1,3,4,五线,中等,"已婚,已育",安徽省,滁州市
41,286083,726476,1024659,3C数码,88899437,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,5,1,1,,,,,,,,1,,,,,1,4,,1,,1,,1,,,,,1,1,,1,1,,,1,1,,1,1,,,3,4,,1,7,,,6,5,,2,8,,5,2,1,2,2,1,1,1,1,,1,1,,,,1,2,1,2,2,4,2,2,2,,,感觉这几个功能都符合需求，感觉很不错,1,2,2,2,1,2,3,2,2,2,,,这款产品防指纹感觉很不错，功能符合需求,2,感觉这款功效更符合需求，更好,2,1,4,2,一线,高,未知,上海,上海市
42,286083,726476,1024659,3C数码,88899466,1,1,1,1,1,1,,1,1,,,,,,,,,,,,1,6,1,1,,,,,,,,1,,,,,1,4,,,1,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,2,3,4,11,7,5,8,1,10,9,6,12,,6,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,6,1,1,1,,,"我愿意为三个升级多付钱的原因是，这三个升级点都是我目前在意与需要的特点,也希望购买新款的包含这三个功能，多付钱也划算的",1,2,1,1,1,1,6,2,1,1,,,该产品无论设计还是实际使用都对于我都是十分实用，还能防指纹防油腻残留，是刚性需求。,2,防护更周到，产品有特点区分同类产品。材质和使用功能上也很有优势。,1,1,4,4,一线,低,"已婚,育婴期,已有房,已有车",广东省,广州市
43,286083,726476,1024659,3C数码,88899486,1,1,1,1,,,1,1,,,1,,1,,,1,,,,,1,5,1,1,,,,,,,,1,,,,,1,5,,1,,1,,1,,,,,1,1,,1,,,,1,,,1,1,,,1,3,,4,,,,5,,,2,6,,5,1,1,1,1,1,1,,,,1,,,,,1,1,1,2,2,6,1,1,2,,,愿意多付钱，对平板更有保护更让人放心，磁吸可拆卸，而且外观好看,1,1,1,1,1,2,6,1,1,1,,,比之前的更高级，不沾指纹符合我的需求，值得多加钱,2,相比光面款，光栅款更有优势不沾指纹，外观好看，符合大众需求,1,1,3,3,三线,偏低,"恋爱期,已有车",山东省,滨州市
44,286083,726476,1024659,3C数码,88899540,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,1,1,5,1,1,,,,,,,,1,,,,,1,5,,,1,1,,1,,,,,,1,1,,,1,1,1,1,,,,,,,3,2,,,1,5,6,4,,,,,5,1,1,1,1,,1,1,1,1,,,,,,1,1,2,1,1,5,2,1,4,,,"139这个价格不愿意购买，因为作为一个平板保护套，价格没有优势。功能再多，他还是一个保护套。
129愿意购买，愿意为新的功能买单。",1,1,1,2,1,3,3,2,3,,,,背板只是材料变化，不愿意多付。这个很多壳都是磨砂材质的，没有很特色,1,材质设计功能都是我喜欢的，所以我选择他,1,1,3,6,二线,低,"已婚,育婴期,已育,装修期,已有房,已有车",福建省,福州市
45,286083,726476,1024659,3C数码,88899545,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,5,1,1,,,,,,,,1,,,,,1,4,1,,1,,1,,,,,,1,,1,1,1,,1,,,,1,,,,6,,5,2,1,,4,,,,3,,,5,1,1,2,2,1,,1,,1,1,1,,,,1,1,1,2,2,5,1,2,2,,,性价比太低,1,1,2,1,2,1,5,2,3,,,,不想买那么贵的,2,喜欢好用好看,1,1,3,6,一线,低,未知,北京,北京市
47,286083,726476,1024659,3C数码,88899587,,,1,1,,1,1,1,,,1,,,1,1,,,1,1,,1,5,1,1,,,,,,,,1,,,,,1,4,,,1,1,1,,,,,,1,,,1,1,1,1,1,1,,1,,,,2,,,3,5,4,7,6,8,,1,,,5,1,1,1,1,1,1,,,1,1,1,,,,1,1,1,2,1,3,1,1,1,,,比较耐脏，而且优惠力度大，而且好用,1,1,1,1,1,1,5,1,1,1,,,配色大胆，方便看到，而且不会脏的明显，更加耐用,1,比较优惠，而且好看，价格合适的话，非常实惠,1,1,4,3,一线,低,"已婚,已育,已有车",广东省,深圳市
